,name,start_id,end_id,highway,crime_count,tree_count,light_count
5348,Mabel Street,53082550,53125564,residential,,,
5349,Mabel Street,53125564,53117372,residential,,,
5350,Mabel Street,53117372,53119692,residential,,,
5351,Mabel Street,53119692,53042100,residential,,,
5352,Mabel Street,53042100,53109978,residential,,,
5353,Mabel Street,53109978,4235206835,residential,,,
5354,Russell Street,394215408,283296743,cycleway,,,
5355,Adeline Street,394215532,394215559,residential,,,
5356,Woolsey Street,394215974,394215975,cycleway,,,
5357,Woolsey Street,394215975,53099159,residential,,,
5358,Webster Street,53118713,394216010,cycleway,,,
5359,Webster Street,394216010,283272948,residential,,,
5360,Derby Street,2086696668,53035181,residential,,,
5361,Derby Street,53035181,53111889,residential,,,
5362,Derby Street,53111889,53084131,residential,,,
5363,Derby Street,53084131,53111890,residential,,,
5364,Derby Street,53111890,53099277,residential,,,
5365,Derby Street,53099277,53070407,residential,,,
5366,Derby Street,53070407,53103280,residential,,,
5367,Derby Street,259581492,53096064,residential,,,
5368,Shattuck Avenue,275780456,275780457,secondary,,,
5369,Tanglewood Road,394180791,394180795,residential,,,
5370,Tanglewood Road,394180795,35719057,residential,,,
5371,Avalon Avenue,407681222,2844488378,cycleway,,,
5372,Avalon Avenue,2844488378,35719055,residential,,,
5373,Center Street,53050565,2069144153,residential,,,
5374,Center Street,53050568,53050570,residential,,,
5375,Ashby Avenue,4169483035,53070391,primary,,,
5376,Ashby Avenue,53070391,53103284,primary,,,
5377,,408726586,408726587,steps,,,
5378,,408726587,53021363,steps,,,
5379,Cedar Street,53157597,53130715,residential,,,
5380,,408726636,408726637,pedestrian,,,
5381,,408726637,282874128,pedestrian,,,
5382,,282874128,408726638,pedestrian,,,
5383,La Vareda Steps,408726584,408726648,steps,,,
5384,La Vareda Steps,408726648,408726649,steps,,,
5385,La Vareda Steps,408726649,408726650,steps,,,
5386,La Vareda Steps,408726650,408726651,steps,,,
5387,La Vareda Steps,408726651,53130717,steps,,,
5388,La Loma Steps,53083959,408726662,steps,,,
5389,Short Cut,343627978,413787757,steps,,,
5390,Vincente Avenue,5994754918,53139647,residential,,,
5391,Vincente Avenue,53139647,53129643,residential,,,
5392,Gilman Street,243673147,53064864,tertiary,,,
5393,Gilman Street,53064864,53064865,tertiary,,,
5394,Gilman Street,53064865,53063666,tertiary,,,
5395,Gilman Street,53063666,53021953,tertiary,,,
5396,Gilman Street,53021953,53040258,tertiary,,,
5397,Gilman Street,53040258,53064868,tertiary,,,
5398,Hawthorne Steps,427500199,53044398,steps,,,
5399,Rose Walk,269301330,269301305,steps,,,
5400,,428692547,124792773,steps,,,
5401,,283072484,428692549,steps,,,
5402,,428692550,428692552,track,,,
5403,,428692552,428692556,track,,,
5404,,428692556,428692559,track,,,
5405,,428692559,428692563,track,,,
5406,,428692563,428692566,track,,,
5407,,428692566,428692568,track,,,
5408,,428692568,428692575,track,,,
5409,,428692578,428692588,track,,,
5410,,428692588,428692592,track,,,
5411,,428692592,428692593,track,,,
5412,,428692619,428692618,steps,,,
5413,Walnut Street,312809009,430092349,residential,,,
5414,Walnut Street,430092349,53082207,residential,,,
5415,Shattuck Avenue,430092350,312809078,residential,,,
5416,Shattuck Avenue,312809078,53096101,residential,,,
5417,Oxford Street,272547411,430092351,residential,,,
5418,Oxford Street,430092351,239616820,residential,,,
5419,Oxford Street,239616820,53082209,residential,,,
5420,Genoa Street,53107936,53090194,residential,,,
5421,67th Street,53109978,53047311,residential,,,
5422,67th Street,53047311,53050635,residential,,,
5423,Virginia Street,53091826,53091828,residential,,,
5424,Virginia Street,53091828,239501052,residential,,,
5425,Heinz Avenue,53108745,53098232,residential,,,
5426,Heinz Avenue,53098232,53055503,residential,,,
5427,,53054883,432426368,residential,,,
5428,,53060410,432426543,steps,,,
5429,,432426543,432426554,steps,,,
5430,,432426554,432426368,steps,,,
5431,Sixth Street,4168148269,53029737,tertiary,,,
5432,Sixth Street,53029737,53029740,tertiary,,,
5433,Sixth Street,53029740,53029741,tertiary,,,
5434,Fifth Street,435049772,53077793,residential,,,
5435,Fifth Street,53077793,1981316228,residential,,,
5436,Fifth Street,1981316228,53077797,residential,,,
5437,Fifth Street,53077797,53063568,residential,,,
5438,Fifth Street,53063568,5484498320,residential,,,
5439,Emeryville Greenway,53052371,1693718757,cycleway,,,
5440,Emeryville Greenway,1693718757,687181033,cycleway,,,
5441,Emeryville Greenway,687181033,687181034,cycleway,,,
5442,Emeryville Greenway,687181034,53109986,cycleway,,,
5443,Covert Path,100548675,454952290,steps,,,
5444,Covert Path,454952290,454952291,steps,,,
5445,Covert Path,454952291,454952292,steps,,,
5446,Covert Path,454952292,443611590,steps,,,
5447,Covert Path,443611590,59942371,steps,,,
5448,Covert Path,59942371,443611603,steps,,,
5449,Wilson Walk,53056709,53157488,steps,,,
5450,Glendale Path,443611727,249222706,steps,,,
5451,Regent Street,53070094,283272952,residential,,,
5452,Claremont Avenue,306329127,91846714,secondary,,,
5453,Claremont Avenue,91846714,91846726,secondary,,,
5454,Claremont Avenue,91846726,35718778,secondary,,,
5455,Claremont Avenue,35718778,2345064419,secondary,,,
5456,Claremont Avenue,2345064419,2345064422,secondary,,,
5457,Claremont Avenue,2345064422,2345064414,secondary,,,
5458,Claremont Avenue,2345064414,35718829,secondary,,,
5459,Claremont Avenue,35718829,2345064430,secondary,,,
5460,Claremont Avenue,2345064430,2345064437,secondary,,,
5461,Claremont Avenue,2345064437,35718860,secondary,,,
5462,Claremont Avenue,35718860,35718864,secondary,,,
5463,Forest Street,53091492,53123240,tertiary,,,
5464,Woolsey Street,53099159,53099161,residential,,,
5465,Woolsey Street,53099161,53099164,residential,,,
5466,Woolsey Street,53099164,53090689,residential,,,
5467,Woolsey Street,53090689,53099165,residential,,,
5468,Woolsey Street,53099165,1762740578,residential,,,
5469,Woolsey Street,53099158,394215974,residential,,,
5470,Ninth Street,53055503,430610475,residential,,,
5471,Folger Avenue,53104528,2002199680,residential,,,
5472,Crystal Way,454952282,53105549,residential,,,
5473,Northgate Path,443611672,53081764,steps,,,
5474,Summit Road,53056716,332322716,residential,,,
5475,Summit Road,332322716,288988652,residential,,,
5476,Summit Road,288988652,5843267455,residential,,,
5477,Summit Road,5843267455,58602215,residential,,,
5478,Summit Road,58602215,58602237,residential,,,
5479,Summit Road,58602237,53056724,residential,,,
5480,Summit Road,53056724,5843267450,residential,,,
5481,Summit Road,5843267450,332322505,residential,,,
5482,Summit Road,332322505,58602163,residential,,,
5483,Summit Road,58602163,53030538,residential,,,
5484,Harding Path,100565821,451895185,proposed,,,
5485,,5843475645,52996303,unclassified,,,
5486,Centennial Drive,462036057,760709018,tertiary,,,
5487,Centennial Drive,760709018,35719138,tertiary,,,
5488,Centennial Drive,35719138,760709079,tertiary,,,
5489,Centennial Drive,760709079,52996303,tertiary,,,
5490,Centennial Drive,52996303,35719147,tertiary,,,
5491,Centennial Drive,35719147,6328432846,tertiary,,,
5492,,462036058,462036060,unclassified,,,
5493,,462761559,462761561,steps,,,
5494,,462761561,462761565,steps,,,
5495,,462761685,462761571,steps,,,
5496,,462764035,462764033,steps,,,
5497,,462765410,462765336,steps,,,
5498,Ina Coolbrith Path,469612526,53030521,steps,,,
5499,Stoddard Path,469612596,288988881,steps,,,
5500,Glendale Path,469612687,249222709,steps,,,
5501,Fairlawn Drive,53081635,6975548731,residential,,,
5502,Fairlawn Drive,6975548731,443611809,residential,,,
5503,Claremont Path,93129682,499649679,steps,,,
5504,,99333196,3009192553,tertiary_link,,,
5505,,3009192553,99323365,tertiary_link,,,
5506,Arlington Avenue,260540954,266909033,tertiary,,,
5507,Arlington Avenue,266909033,266909036,tertiary,,,
5508,Arlington Avenue,266909036,266909039,tertiary,,,
5509,Arlington Avenue,266909039,266909046,tertiary,,,
5510,Arlington Avenue,266909046,266909051,tertiary,,,
5511,Fourth Street,53114425,2002048082,residential,,,
5512,,339928546,2010173284,steps,,,
5513,,2010173284,2010173294,steps,,,
5514,,2010173294,2010173286,steps,,,
5515,,2010173286,2010173295,steps,,,
5516,,2010173295,2010173275,steps,,,
5517,,2010173275,2010173276,steps,,,
5518,,2010173276,2010173300,steps,,,
5519,,2010173300,532751453,steps,,,
5520,Calhoun Street,532755719,532755731,residential,,,
5521,San Pablo Avenue,532763045,532763050,primary,,,
5522,San Pablo Avenue,532763050,4168160515,primary,,,
5523,San Pablo Avenue,532763988,6577722250,primary,,,
5524,Kains Avenue,1533516571,53032383,residential,,,
5525,Kains Avenue,53032383,53134664,residential,,,
5526,Kains Avenue,53134664,53124695,residential,,,
5527,Kains Avenue,53124695,53062033,residential,,,
5528,Kains Avenue,53062033,53056303,residential,,,
5529,Kains Avenue,4221298042,53141400,residential,,,
5530,Kains Avenue,53141400,53064864,residential,,,
5531,Kains Avenue,53064864,53027131,residential,,,
5532,Kains Avenue,53027131,53107634,residential,,,
5533,Addison Street,53121255,53121257,residential,,,
5534,Martin Luther King Junior Way,57066394,4168189945,tertiary,,,
5535,Martin Luther King Junior Way,53063545,5484498000,tertiary,,,
5536,Dwight Way,53020989,53020990,tertiary,,,
5537,Dwight Way,53020990,53020992,tertiary,,,
5538,Dwight Way,53020992,53020993,tertiary,,,
5539,Dwight Way,53020981,53020985,tertiary,,,
5540,,86320320,550500607,track,,,
5541,,550500607,53146669,track,,,
5542,,2559446657,550503644,steps,,,
5543,,560215262,560215260,steps,,,
5544,,560215383,2677970449,steps,,,
5545,Catherine's Walk,53146670,566574902,steps,,,
5546,Adams Street,53087998,53062030,residential,,,
5547,Adams Street,53062030,53112986,residential,,,
5548,Adams Street,53112986,53112985,residential,,,
5549,Adams Street,53112985,53026637,residential,,,
5550,Santa Barbara Path,568285543,862559892,steps,,,
5551,Path #3,568286114,800171284,steps,,,
5552,Path #9,568333614,875639573,steps,,,
5553,,7690168382,572670527,residential,,,
5554,,572670527,572671013,residential,,,
5555,,572671013,57794464,residential,,,
5556,Quail Lane,201600467,663301958,steps,,,
5557,Anza View Drive,3913932543,676425116,unclassified,,,
5558,Anza View Drive,676425116,676425121,unclassified,,,
5559,Anza View Drive,676425121,676425125,unclassified,,,
5560,Anza View Drive,676425125,283069923,unclassified,,,
5561,Anza View Drive,283069923,269109237,unclassified,,,
5562,,428692593,677315576,track,,,
5563,,677315576,677315573,track,,,
5564,,677315573,677315572,track,,,
5565,,2536976167,2536976148,track,,,
5566,Fairview Street,687179340,1762740424,residential,,,
5567,Baker Street,53100729,53024605,residential,,,
5568,Baker Street,53024605,53126424,residential,,,
5569,Baker Street,53126424,53106446,residential,,,
5570,Baker Street,53106446,74022016,residential,,,
5571,Baker Street,74022016,53088317,residential,,,
5572,Baker Street,53088317,53085984,residential,,,
5573,Baker Street,53085984,53085989,residential,,,
5574,Ninth Street,1790795211,53055541,residential,,,
5575,,514116310,514116143,pedestrian,,,
5576,Mosswood Lane,760668303,760874861,steps,,,
5577,Arden Steps,2728551705,35719238,steps,,,
5578,Orchard Lane,760668303,760874924,steps,,,
5579,Orchard Lane,760874924,760874867,steps,,,
5580,Orchard Lane,760874867,309013549,steps,,,
5581,Stadium Rim Way,35719112,760702317,tertiary,,,
5582,Stadium Rim Way,760702317,6154580391,tertiary,,,
5583,Arden Path,760874870,760682291,steps,,,
5584,Berkeley Way,778894094,53042657,residential,,,
5585,Berkeley Way,53042657,53042659,residential,,,
5586,Berkeley Way,53042659,53042661,residential,,,
5587,Berkeley Way,53042661,53042663,residential,,,
5588,Berkeley Way,53042663,53042665,residential,,,
5589,Berkeley Way,778894184,778894094,cycleway,,,
5590,,803046423,799928425,cycleway,,,
5591,,799928425,799928424,cycleway,,,
5592,,799928424,799928430,cycleway,,,
5593,,799928430,799928432,cycleway,,,
5594,,799928432,799928434,cycleway,,,
5595,,799928434,1376995664,cycleway,,,
5596,Boynton Walk,800171299,266908950,steps,,,
5597,Boynton Walk,266908950,53060163,steps,,,
5598,,800171285,800171302,steps,,,
5599,Stratford Path,800171300,568287732,steps,,,
5600,Path #4,568288913,800171288,steps,,,
5601,63rd Street,812886768,53068394,residential,,,
5602,63rd Street,53068394,275777901,residential,,,
5603,63rd Street,812886768,53106454,cycleway,,,
5604,Harmon Street,53024602,53024603,residential,,,
5605,Harmon Street,53024603,53024605,residential,,,
5606,Harmon Street,53024605,53024607,residential,,,
5607,Harmon Street,53024607,240469707,residential,,,
5608,Harmon Street,240469707,1762740351,residential,,,
5609,Harmon Street,812887985,1762740369,residential,,,
5610,Harmon Street,812887985,1762740352,cycleway,,,
5611,Occidental Street,92951616,53041554,residential,,,
5612,Occidental Street,53041554,53041556,residential,,,
5613,,56795014,3257627649,track,,,
5614,,3257627649,3257627650,track,,,
5615,Rockway Avenue,57884803,57846881,residential,,,
5616,,836000308,836000330,steps,,,
5617,,836000330,836000331,steps,,,
5618,,836000331,836000332,steps,,,
5619,,836000309,836000333,steps,,,
5620,,836000333,836000334,steps,,,
5621,,836000334,2086712274,steps,,,
5622,Convict Trail,775886331,842984838,track,,,
5623,Convict Trail,842984838,842984844,track,,,
5624,Convict Trail,842984844,2421199601,track,,,
5625,Convict Trail,2421199601,5342164964,track,,,
5626,Convict Trail,5342164964,2421199599,track,,,
5627,Convict Trail,2421199599,2421199579,track,,,
5628,Convict Trail,2421199579,2421199562,track,,,
5629,Convict Trail,2421199562,2421199587,track,,,
5630,,4228816967,843016067,steps,,,
5631,,843016067,843016070,steps,,,
5632,,843016070,843016072,steps,,,
5633,,843016072,843016073,steps,,,
5634,,843016073,843016075,steps,,,
5635,,843016075,843016079,steps,,,
5636,,843016079,843016082,steps,,,
5637,,843016082,843016084,steps,,,
5638,,843016084,843016091,steps,,,
5639,,843016091,843016093,steps,,,
5640,,843016093,843016094,steps,,,
5641,,843016094,843016096,steps,,,
5642,,843016096,843016098,steps,,,
5643,,843016098,843016100,steps,,,
5644,,843016100,843016102,steps,,,
5645,,843016102,843016105,steps,,,
5646,,57924618,844474047,track,,,
5647,59th Street,864015222,1003265610,cycleway,,,
5648,59th Street,53096041,53130607,residential,,,
5649,59th Street,53130607,53065530,residential,,,
5650,59th Street,53065530,53122194,residential,,,
5651,Path #6,875639580,875639614,steps,,,
5652,Path #6,568330455,875639661,steps,,,
5653,Santa Clara Avenue,57822906,57877976,residential,,,
5654,Santa Clara Avenue,57877976,917154750,residential,,,
5655,Oakridge Steps,53031195,4349679535,steps,,,
5656,Oakridge Steps,4349679535,93169594,steps,,,
5657,,430610475,3125027667,cycleway,,,
5658,,3125027667,3125027686,cycleway,,,
5659,,3125027686,959731435,cycleway,,,
5660,,959731435,53055541,cycleway,,,
5661,Emeryville Greenway,53109986,53104535,cycleway,,,
5662,Emeryville Greenway,53104535,53097107,cycleway,,,
5663,Ye Olde School Trail,938873889,981952968,track,,,
5664,Ye Olde School Trail,981952968,981952971,track,,,
5665,Ye Olde School Trail,981952971,57817946,track,,,
5666,Murray Street,4218967473,53097108,residential,,,
5667,Murray Street,53055546,53097107,residential,,,
5668,,57872693,993144304,track,,,
5669,,993144304,993144311,track,,,
5670,,993144311,993144334,track,,,
5671,,993144334,993144367,track,,,
5672,,993144367,993144383,track,,,
5673,,993144383,993144410,track,,,
5674,,993144410,993144422,track,,,
5675,,993144422,993142467,track,,,
5676,,993142467,993144556,track,,,
5677,,993144556,993150100,track,,,
5678,,993150100,993150118,track,,,
5679,,993150118,993149202,track,,,
5680,,993149202,993150249,track,,,
5681,,993150249,993150255,track,,,
5682,,993150255,993149820,track,,,
5683,,993149820,993150275,track,,,
5684,,993149202,993149211,track,,,
5685,,993149211,993149219,track,,,
5686,,993149219,993149222,track,,,
5687,,993149222,993149231,track,,,
5688,,993149231,993149239,track,,,
5689,,993149239,993149252,track,,,
5690,,993149252,993144662,track,,,
5691,North Path,1025990541,1025990995,steps,,,
5692,Shattuck Avenue,53082742,53020970,secondary,,,
5693,Fred Herbert Path,1042238076,1042239212,steps,,,
5694,Fred Herbert Path,1042239220,100554723,steps,,,
5695,Fred Herbert Path,100554723,1042239226,steps,,,
5696,Fred Herbert Path,1042239226,1042240711,steps,,,
5697,Patty Kates Path,53085849,1042244644,steps,,,
5698,Crescent Park Path,1042248630,1068586326,steps,,,
5699,,267632084,1042265011,steps,,,
5700,,1042265011,1042265012,steps,,,
5701,,1042265012,267632083,steps,,,
5702,,407681213,1042265060,steps,,,
5703,,1042265060,1042265062,steps,,,
5704,,1042265062,267632084,steps,,,
5705,Patty Kates Path,269109168,1068586267,steps,,,
5706,Billie Jean Walk,1068588015,1068588060,steps,,,
5707,Coventry Road,1099405043,266908979,residential,,,
5708,Coventry Road,266908979,260540432,residential,,,
5709,Coventry Road,260540432,268003102,residential,,,
5710,Coventry Road,268003102,57832740,residential,,,
5711,Coventry Road,57832740,57832743,residential,,,
5712,,99333246,765376284,steps,,,
5713,,1177819798,765368509,steps,,,
5714,Broadway,1212914022,7829823941,primary,,,
5715,Broadway,7829823941,1212913977,primary,,,
5716,Golden Gate Avenue,542986465,1214187363,tertiary,,,
5717,Wildcat Path,269109140,1236955773,steps,,,
5718,Wildcat Path,1236955773,1236955763,steps,,,
5719,Wildcat Path,1236955763,1236955766,steps,,,
5720,Wildcat Path,1236955766,1236955765,steps,,,
5721,Wildcat Path,1236955765,1236955764,steps,,,
5722,Wildcat Path,1236955764,1236955772,steps,,,
5723,Wildcat Path,1236955772,1236955768,steps,,,
5724,Wildcat Path,1236955768,269109223,steps,,,
5725,Hilgard Way,1250596069,3207808289,cycleway,,,
5726,Hilgard Way,3207808289,3207808288,cycleway,,,
5727,Hilgard Way,3207808288,2501989273,cycleway,,,
5728,Hilgard Way,2501989273,249237243,cycleway,,,
5729,,4240963009,237133827,steps,,,
5730,Hilgard Way,1250596089,1250596069,cycleway,,,
5731,University Drive,260915496,52996335,unclassified,,,
5732,Wickson Road,1250596100,260915496,unclassified,,,
5733,,2334715049,2637690070,steps,,,
5734,,2637690070,2637690072,steps,,,
5735,,2637690072,2637690077,steps,,,
5736,,2637690077,2334715050,steps,,,
5737,,2334715050,2637690078,steps,,,
5738,,1250628717,1990630205,steps,,,
5739,,1990630205,1990630284,steps,,,
5740,,1990630284,1990630238,steps,,,
5741,,1990630238,1990630258,steps,,,
5742,,1990630258,1250628719,steps,,,
5743,Sproul Plaza,1250630186,53080628,pedestrian,,,
5744,Dwinelle Plaza,1250639436,1250639440,pedestrian,,,
5745,Dwinelle Plaza,1250639440,52991834,pedestrian,,,
5746,Dwinelle Plaza,52991834,1250639431,pedestrian,,,
5747,Dwinelle Plaza,1250639431,1250639422,pedestrian,,,
5748,Dwinelle Plaza,1250639422,1250639420,pedestrian,,,
5749,,1250639425,7935980544,steps,,,
5750,,271959696,1250596063,steps,,,
5751,Path #9,568333616,57846445,steps,,,
5752,Path #9,875639573,2427710965,track,,,
5753,Ada Street,53070449,53047320,residential,,,
5754,Ada Street,53047320,53050595,residential,,,
5755,Ada Street,53050595,53070450,residential,,,
5756,Ada Street,53070450,261735861,residential,,,
5757,,59805979,1302456362,steps,,,
5758,,1302456362,1302456337,steps,,,
5759,South 47th Street,57828673,1376970908,track,,,
5760,Tunnel Road,5105400016,92773093,primary,,,
5761,Tunnel Road,92758158,5795409645,primary,,,
5762,Warren Freeway,258773573,93201452,motorway,,,
5763,,1376995652,1790732814,cycleway,,,
5764,,1790732814,1790732821,cycleway,,,
5765,,1790732821,1376995700,cycleway,,,
5766,,1376995700,86277533,cycleway,,,
5767,Eastshore Freeway,1378905428,1895821107,motorway,,,
5768,Eastshore Freeway,52979349,76015475,motorway,,,
5769,John T. Knox Freeway,1379850303,240487187,motorway,,,
5770,John T. Knox Freeway,240487187,53010169,motorway,,,
5771,,53015776,728166342,steps,,,
5772,,1419647327,1419647326,steps,,,
5773,,1419647322,1419647354,steps,,,
5774,,1419647402,1419647406,steps,,,
5775,Southwest Place,394180798,267632034,residential,,,
5776,Southwest Place,267632034,53092733,residential,,,
5777,Southwest Place,53092733,53092735,residential,,,
5778,North Street,1419660774,1419660758,residential,,,
5779,,1419796894,7155510565,steps,,,
5780,Tunnel Road,92773117,92773123,primary,,,
5781,San Pablo Avenue,53088000,1410244619,primary,,,
5782,Brighton Avenue,53065139,1533516571,residential,,,
5783,Brighton Avenue,1533516571,53065143,residential,,,
5784,Brighton Avenue,53065143,53063654,residential,,,
5785,Brighton Avenue,53063654,53021869,residential,,,
5786,Brighton Avenue,53021869,53040245,residential,,,
5787,Brighton Avenue,53040245,2556661323,residential,,,
5788,,262105244,243834081,residential,,,
5789,,243834081,243834053,residential,,,
5790,,243834053,2019718699,residential,,,
5791,,53007853,53007856,motorway_link,,,
5792,,53007856,1541561259,motorway_link,,,
5793,,1541561259,74261393,motorway_link,,,
5794,,1788081048,57791522,motorway_link,,,
5795,,3958195468,52989421,motorway_link,,,
5796,,53117353,669572007,motorway_link,,,
5797,,53007853,1601976562,motorway_link,,,
5798,,57789939,3957394026,motorway_link,,,
5799,,3982866168,240477411,motorway_link,,,
5800,,57866848,1601980073,motorway_link,,,
5801,,1601980073,1601980068,motorway_link,,,
5802,,52995514,1635557748,motorway_link,,,
5803,Sather Road,260556502,1665399241,pedestrian,,,
5804,Sather Road,1665399241,1665399243,pedestrian,,,
5805,,828422367,1674149034,steps,,,
5806,,1730966014,1730966011,steps,,,
5807,,1730966031,1730966030,steps,,,
5808,South Park Drive,1743748732,1743748728,tertiary,,,
5809,South Park Drive,1743748728,1743748721,tertiary,,,
5810,South Park Drive,1743748721,59725252,tertiary,,,
5811,Acton Street,53047335,53047336,residential,,,
5812,Acton Street,53047336,53042648,residential,,,
5813,Acton Street,53042648,53047340,residential,,,
5814,Acton Street,53047340,240448888,residential,,,
5815,Acton Street,240448888,53047341,residential,,,
5816,Acton Street,53047341,53047345,residential,,,
5817,Acton Street,53047345,53047346,residential,,,
5818,Acton Street,53047346,53030914,residential,,,
5819,Acton Street,53030914,53047347,residential,,,
5820,Acton Street,53047347,53047348,residential,,,
5821,Acton Street,53047348,53020951,residential,,,
5822,Hopkins Street,53019149,53019152,tertiary,,,
5823,Ohlone Greenway,53047331,57121338,cycleway,,,
5824,Ohlone Greenway,57121338,57121410,cycleway,,,
5825,Ohlone Greenway,57121410,4225206855,cycleway,,,
5826,Ohlone Greenway,4225206855,57121352,cycleway,,,
5827,Ohlone Greenway,57121352,57121358,cycleway,,,
5828,Ohlone Greenway,57121358,2229224429,cycleway,,,
5829,Ohlone Greenway,2229224429,57121362,cycleway,,,
5830,Ohlone Greenway,57121362,2300337982,cycleway,,,
5831,Ohlone Greenway,2300337982,57121453,cycleway,,,
5832,Rose Street,53082187,58443169,residential,,,
5833,Rose Street,53082207,53082209,residential,,,
5834,Walnut Street,53082207,2299214182,residential,,,
5835,Walnut Street,2299214182,53138900,residential,,,
5836,Walnut Street,53138900,53138903,residential,,,
5837,Walnut Street,53138903,53091869,residential,,,
5838,Walnut Street,53091869,53093351,residential,,,
5839,Walnut Street,53093351,53055194,residential,,,
5840,Rose Street,240404706,53058046,residential,,,
5841,Rose Street,53058046,4260281370,residential,,,
5842,Addison Street,2908411319,53030281,residential,,,
5843,Addison Street,53030281,53121268,residential,,,
5844,Allston Way,1762740888,53030282,residential,,,
5845,Allston Way,53030282,53130826,residential,,,
5846,Allston Way,53130826,243673115,residential,,,
5847,Allston Way,243673115,53113657,residential,,,
5848,Allston Way,53113657,53029043,residential,,,
5849,Allston Way,53029043,53124028,residential,,,
5850,Allston Way,53124028,53093988,residential,,,
5851,Allston Way,53093988,53151360,residential,,,
5852,Allston Way,1762740865,1981316241,residential,,,
5853,Allston Way,1981316241,2421839397,residential,,,
5854,Bancroft Way,53115970,53076869,residential,,,
5855,Bancroft Way,53076869,53152265,residential,,,
5856,Bancroft Way,53152265,53152266,residential,,,
5857,Bancroft Way,53152266,53105811,residential,,,
5858,Bancroft Way,1762740803,1762740837,residential,,,
5859,California Street,1762740401,1762740358,residential,,,
5860,California Street,1762740552,1762740531,residential,,,
5861,California Street,1762740517,1762740473,residential,,,
5862,California Street,1762740458,1762740415,residential,,,
5863,California Street,53126429,53106454,residential,,,
5864,California Street,53106454,2184578232,residential,,,
5865,California Street,1762740812,258884723,residential,,,
5866,Carleton Street,1762740718,53079150,residential,,,
5867,Carleton Street,53079150,53079153,residential,,,
5868,Carleton Street,53079153,230851843,residential,,,
5869,Channing Way,1762740760,53063531,residential,,,
5870,Channing Way,53063531,53047348,residential,,,
5871,Channing Way,53047348,1762740779,residential,,,
5872,Channing Way,1762740820,53063536,residential,,,
5873,Channing Way,53063536,53063538,residential,,,
5874,Channing Way,53063538,343627769,residential,,,
5875,Channing Way,343627769,242918814,residential,,,
5876,Channing Way,1762740780,53050617,residential,,,
5877,Channing Way,53050617,240469773,residential,,,
5878,Channing Way,240469773,53063533,residential,,,
5879,Edwards Street,1762740787,53125023,residential,,,
5880,Ellis Street,1762740381,53066183,residential,,,
5881,Ellis Street,1762740497,1762740453,residential,,,
5882,Ellis Street,1762740437,1762740398,residential,,,
5883,Ellsworth Street,1762740691,1762740665,residential,,,
5884,Ellsworth Street,1762740710,53084131,residential,,,
5885,Ellsworth Street,53084131,1762740705,residential,,,
5886,Ellsworth Street,1762740732,1762740726,residential,,,
5887,Ellsworth Street,1762740609,53084136,residential,,,
5888,Ellsworth Street,53084136,275803725,residential,,,
5889,Ellsworth Street,1762740650,53064684,residential,,,
5890,Ellsworth Street,53064684,1762740624,residential,,,
5891,Eton Avenue,4059290083,53041412,residential,,,
5892,Fairview Street,1762740446,53088364,residential,,,
5893,Fairview Street,53088364,275782456,residential,,,
5894,Fairview Street,1762740408,687179340,cycleway,,,
5895,Fairview Street,1762740426,1762740445,residential,,,
5896,Fulton Street,1762740588,275788940,residential,,,
5897,Fulton Street,1762740671,1762740645,residential,,,
5898,Fulton Street,1762740630,53064683,residential,,,
5899,Fulton Street,53064683,1762740604,residential,,,
5900,Harmon Street,1762740370,1762740389,residential,,,
5901,Harmon Street,1762740390,275782450,residential,,,
5902,Harmon Street,275782450,53024616,residential,,,
5903,Harmon Street,53024616,53024617,residential,,,
5904,King Street,1762740362,302802360,residential,,,
5905,King Street,302802360,92951404,residential,,,
5906,King Street,1762740534,1762740494,residential,,,
5907,King Street,1762740418,1762740377,residential,,,
5908,King Street,1762740478,1762740433,residential,,,
5909,Parker Street,1762740740,53085618,residential,,,
5910,Parker Street,53085618,53085620,residential,,,
5911,Parker Street,53085620,53085622,residential,,,
5912,Parker Street,53085622,53070406,residential,,,
5913,Parker Street,53070406,53085623,residential,,,
5914,Parker Street,53085623,53085626,residential,,,
5915,Parker Street,53085626,53085628,residential,,,
5916,Prince Street,1762740524,1762740540,residential,,,
5917,Prince Street,1762740542,53066175,residential,,,
5918,Russell Street,1762740597,53082586,residential,,,
5919,Russell Street,53082586,1762740616,residential,,,
5920,Russell Street,1762740617,53082589,residential,,,
5921,Russell Street,53082589,53082591,residential,,,
5922,Russell Street,53082591,53070390,residential,,,
5923,Russell Street,53070390,53082593,residential,,,
5924,Russell Street,53082593,53082594,residential,,,
5925,Russell Street,53082594,92047993,residential,,,
5926,Stuart Street,53037915,53037916,residential,,,
5927,Stuart Street,53037916,53037919,residential,,,
5928,Stuart Street,53037919,53037921,residential,,,
5929,Stuart Street,53037921,53037923,residential,,,
5930,Stuart Street,1762740638,1762740657,residential,,,
5931,Tyler Street,1762740560,53039458,residential,,,
5932,Ward Street,1762740699,53129617,residential,,,
5933,Ward Street,53129617,53099278,residential,,,
5934,Ward Street,1762740680,1762740698,residential,,,
5935,West Street,1762740752,53020946,residential,,,
5936,Woolsey Street,1762740486,1762740505,residential,,,
5937,Woolsey Street,1762740466,1762740485,residential,,,
5938,Woolsey Street,1762740506,53088361,residential,,,
5939,Woolsey Street,53088361,53088363,residential,,,
5940,Woolsey Street,53088363,275787147,residential,,,
